race_id,race_name,race_date,year,round,position,points,wins,pre_race_price,post_race_price,price_change_pct,pre_window,post_window
1024,Singapore Grand Prix,2019-09-22,2019,15.0,2.0,394.0,3,"Ticker
RACE    148.138025
dtype: float64","Ticker
RACE    146.5858
dtype: float64","Ticker
RACE   -1.047823
dtype: float64",5,5
1025,Russian Grand Prix,2019-09-29,2019,16.0,2.0,409.0,3,"Ticker
RACE    146.5858
dtype: float64","Ticker
RACE    145.53486
dtype: float64","Ticker
RACE   -0.716945
dtype: float64",5,5
1026,Japanese Grand Prix,2019-10-13,2019,17.0,2.0,435.0,3,"Ticker
RACE    145.176813
dtype: float64","Ticker
RACE    151.776639
dtype: float64","Ticker
RACE    4.546061
dtype: float64",5,5
1027,Mexican Grand Prix,2019-10-27,2019,18.0,2.0,466.0,3,"Ticker
RACE    149.616681
dtype: float64","Ticker
RACE    153.84173
dtype: float64","Ticker
RACE    2.823916
dtype: float64",5,5
1028,United States Grand Prix,2019-11-03,2019,19.0,2.0,479.0,3,"Ticker
RACE    153.84173
dtype: float64","Ticker
RACE    160.813168
dtype: float64","Ticker
RACE    4.531565
dtype: float64",5,5
1029,Brazilian Grand Prix,2019-11-17,2019,20.0,2.0,479.0,3,"Ticker
RACE    159.818353
dtype: float64","Ticker
RACE    159.603531
dtype: float64","Ticker
RACE   -0.134417
dtype: float64",5,5
1030,Abu Dhabi Grand Prix,2019-12-01,2019,21.0,2.0,504.0,3,"Ticker
RACE    162.982788
dtype: float64","Ticker
RACE    161.387985
dtype: float64","Ticker
RACE   -0.97851
dtype: float64",5,5
1031,Austrian Grand Prix,2020-07-05,2020,1.0,3.0,19.0,0,"Ticker
RACE    166.888165
dtype: float64","Ticker
RACE    172.013531
dtype: float64","Ticker
RACE    3.071138
dtype: float64",5,5
1032,Styrian Grand Prix,2020-07-12,2020,2.0,5.0,19.0,0,"Ticker
RACE    172.013531
dtype: float64","Ticker
RACE    173.259769
dtype: float64","Ticker
RACE    0.7245
dtype: float64",5,5
1033,Hungarian Grand Prix,2020-07-19,2020,3.0,5.0,27.0,0,"Ticker
RACE    173.259769
dtype: float64","Ticker
RACE    176.703976
dtype: float64","Ticker
RACE    1.987887
dtype: float64",5,5
1034,British Grand Prix,2020-08-02,2020,4.0,4.0,43.0,0,"Ticker
RACE    176.255414
dtype: float64","Ticker
RACE    181.626505
dtype: float64","Ticker
RACE    3.047334
dtype: float64",5,5
1035,70th Anniversary Grand Prix,2020-08-09,2020,5.0,3.0,55.0,0,"Ticker
RACE    181.626505
dtype: float64","Ticker
RACE    185.470538
dtype: float64","Ticker
RACE    2.11645
dtype: float64",5,5
1036,Spanish Grand Prix,2020-08-16,2020,6.0,5.0,61.0,0,"Ticker
RACE    185.470538
dtype: float64","Ticker
RACE    190.549084
dtype: float64","Ticker
RACE    2.738196
dtype: float64",5,5
1037,Belgian Grand Prix,2020-08-30,2020,7.0,5.0,61.0,0,"Ticker
RACE    191.877228
dtype: float64","Ticker
RACE    189.123419
dtype: float64","Ticker
RACE   -1.435193
dtype: float64",5,5
1038,Italian Grand Prix,2020-09-06,2020,8.0,6.0,61.0,0,"Ticker
RACE    189.123419
dtype: float64","Ticker
RACE    184.659204
dtype: float64","Ticker
RACE   -2.360477
dtype: float64",5,5
1039,Tuscan Grand Prix,2020-09-13,2020,9.0,6.0,66.0,0,"Ticker
RACE    184.610449
dtype: float64","Ticker
RACE    185.371066
dtype: float64","Ticker
RACE    0.412012
dtype: float64",5,5
1040,Russian Grand Prix,2020-09-27,2020,10.0,6.0,74.0,0,"Ticker
RACE    178.073083
dtype: float64","Ticker
RACE    178.488486
dtype: float64","Ticker
RACE    0.233276
dtype: float64",5,5
1041,Eifel Grand Prix,2020-10-11,2020,11.0,6.0,80.0,0,"Ticker
RACE    176.828802
dtype: float64","Ticker
RACE    182.367618
dtype: float64","Ticker
RACE    3.132304
dtype: float64",5,5
1042,Portuguese Grand Prix,2020-10-25,2020,12.0,6.0,93.0,0,"Ticker
RACE    185.649945
dtype: float64","Ticker
RACE    176.475797
dtype: float64","Ticker
RACE   -4.941638
dtype: float64",5,5
1043,Emilia Romagna Grand Prix,2020-11-01,2020,13.0,6.0,103.0,0,"Ticker
RACE    176.475797
dtype: float64","Ticker
RACE    194.342386
dtype: float64","Ticker
RACE    10.124102
dtype: float64",5,5
1044,Turkish Grand Prix,2020-11-15,2020,14.0,6.0,130.0,0,"Ticker
RACE    201.23862
dtype: float64","Ticker
RACE    205.942706
dtype: float64","Ticker
RACE    2.337566
dtype: float64",5,5
1045,Bahrain Grand Prix,2020-11-29,2020,15.0,6.0,131.0,0,"Ticker
RACE    205.780835
dtype: float64","Ticker
RACE    207.892996
dtype: float64","Ticker
RACE    1.026413
dtype: float64",5,5
1046,Sakhir Grand Prix,2020-12-06,2020,16.0,6.0,131.0,0,"Ticker
RACE    207.892996
dtype: float64","Ticker
RACE    208.374728
dtype: float64","Ticker
RACE    0.231721
dtype: float64",5,5
1047,Abu Dhabi Grand Prix,2020-12-13,2020,17.0,6.0,131.0,0,"Ticker
RACE    208.374728
dtype: float64","Ticker
RACE    216.30264
dtype: float64","Ticker
RACE    3.804641
dtype: float64",5,5
1052,Bahrain Grand Prix,2021-03-28,2021,1.0,4.0,12.0,0,"Ticker
RACE    198.820255
dtype: float64","Ticker
RACE    203.617966
dtype: float64","Ticker
RACE    2.41309
dtype: float64",5,5
1053,Emilia Romagna Grand Prix,2021-04-18,2021,2.0,4.0,34.0,0,"Ticker
RACE    205.277655
dtype: float64","Ticker
RACE    208.881604
dtype: float64","Ticker
RACE    1.755646
dtype: float64",5,5
1054,Portuguese Grand Prix,2021-05-02,2021,3.0,4.0,42.0,0,"Ticker
RACE    212.534851
dtype: float64","Ticker
RACE    200.853882
dtype: float64","Ticker
RACE   -5.496025
dtype: float64",5,5
1055,Spanish Grand Prix,2021-05-09,2021,4.0,4.0,60.0,0,"Ticker
RACE    200.853882
dtype: float64","Ticker
RACE    193.813943
dtype: float64","Ticker
RACE   -3.505005
dtype: float64",5,5
1056,Monaco Grand Prix,2021-05-23,2021,5.0,4.0,78.0,0,"Ticker
RACE    201.341895
dtype: float64","Ticker
RACE    207.486172
dtype: float64","Ticker
RACE    3.051664
dtype: float64",5,5
1057,Azerbaijan Grand Prix,2021-06-06,2021,6.0,3.0,94.0,0,"Ticker
RACE    209.773361
dtype: float64","Ticker
RACE    210.361325
dtype: float64","Ticker
RACE    0.280285
dtype: float64",5,5
1059,French Grand Prix,2021-06-20,2021,7.0,4.0,94.0,0,"Ticker
RACE    198.643115
dtype: float64","Ticker
RACE    198.20018
dtype: float64","Ticker
RACE   -0.22298
dtype: float64",5,5
1058,Styrian Grand Prix,2021-06-27,2021,8.0,4.0,108.0,0,"Ticker
RACE    198.20018
dtype: float64","Ticker
RACE    201.612369
dtype: float64","Ticker
RACE    1.721587
dtype: float64",5,5
1060,Austrian Grand Prix,2021-07-04,2021,9.0,4.0,122.0,0,"Ticker
RACE    201.612369
dtype: float64","Ticker
RACE    203.282196
dtype: float64","Ticker
RACE    0.828237
dtype: float64",5,5
1061,British Grand Prix,2021-07-18,2021,10.0,4.0,148.0,0,"Ticker
RACE    204.473807
dtype: float64","Ticker
RACE    202.492361
dtype: float64","Ticker
RACE   -0.969046
dtype: float64",5,5
1062,Hungarian Grand Prix,2021-08-01,2021,11.0,3.0,163.0,0,"Ticker
RACE    209.738083
dtype: float64","Ticker
RACE    210.50636
dtype: float64","Ticker
RACE    0.366303
dtype: float64",5,5
1063,Belgian Grand Prix,2021-08-29,2021,12.0,4.0,165.5,0,"Ticker
RACE    211.897888
dtype: float64","Ticker
RACE    213.777429
dtype: float64","Ticker
RACE    0.887003
dtype: float64",5,5
1064,Dutch Grand Prix,2021-09-05,2021,13.0,3.0,181.5,0,"Ticker
RACE    213.777429
dtype: float64","Ticker
RACE    215.159155
dtype: float64","Ticker
RACE    0.646339
dtype: float64",5,5
1065,Italian Grand Prix,2021-09-12,2021,14.0,4.0,201.5,0,"Ticker
RACE    215.059204
dtype: float64","Ticker
RACE    214.961197
dtype: float64","Ticker
RACE   -0.045572
dtype: float64",5,5
1066,Russian Grand Prix,2021-09-26,2021,15.0,4.0,216.5,0,"Ticker
RACE    211.335397
dtype: float64","Ticker
RACE    206.876636
dtype: float64","Ticker
RACE   -2.109803
dtype: float64",5,5
1067,Turkish Grand Prix,2021-10-10,2021,16.0,4.0,232.5,0,"Ticker
RACE    205.524313
dtype: float64","Ticker
RACE    214.136078
dtype: float64","Ticker
RACE    4.190144
dtype: float64",5,5
1069,United States Grand Prix,2021-10-24,2021,17.0,4.0,250.5,0,"Ticker
RACE    219.065213
dtype: float64","Ticker
RACE    228.26496
dtype: float64","Ticker
RACE    4.199547
dtype: float64",5,5
